Nombre,Macro,Contact Reason 
[EMAIL] - [ACQ] - Registro - Pagarés: ¿Es obligatorio firmar el pagaré?,"¡Hola XXXXX! Gracias por contactar a Nu. Nos alegra mucho saber que quieres hacer parte del futuro de las finanzas sin complejidad ni burocracia. El pagaré es fundamental y necesario dentro del proceso de aplicación para tu producto Nu. Lo necesitamos para poder terminar el proceso de registro. No te preocupes, antes de avanzar en tu proceso vas a poder revisarlo y entenderlo muy bien. Además, cuando termines el proceso, te enviaremos una copia para que tengas total transparencia. Para nosotros es muy importante que esto sea lo más simple y transparente para ti, así que si tienes alguna otra duda sobre este documento no dudes en contactarnos. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Para enterarte de más detalles de nuestros productos, te invitamos a seguirnos en nuestras redes sociales o revisar nuestro blog https://blog.nu.com.co/. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[EMAIL] - [ACQ] - Registro - Pagarés: ¿Por qué el pagaré viene en blanco?,"¡Hola XXXXX! Gracias por contactar a Nu. Nos alegra mucho saber que quieres hacer parte del futuro de las finanzas sin complejidad ni burocracia. El pagaré es fundamental y necesario dentro del proceso de aplicación para tu producto Nu. No te preocupes, este documento viene en blanco debido a que solo en caso de un atraso en tus pagos, se llenará como solicitud del pago de tu deuda y ahí consignamos la información de acuerdo a la deuda existente. Solo en ese caso se hará uso del pagaré. Para mayor entendimiento, la estructura del pagaré es la siguiente: 1) Datos personales del deudor. 2) Montos a cobrar según descripción de cada uno 3) Artículos de compromiso de pago 4) Regulación vigente para el uso del pagaré 5) Aceptación de Términos, Condiciones y leyes vigentes. Para nosotros es muy importante que esto sea lo más simple y transparente para ti, así que si tienes alguna otra duda sobre este documento no dudes en contactarnos. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Para enterarte de más detalles de nuestros productos, te invitamos a seguirnos en nuestras redes sociales o revisar nuestro blog https://blog.nu.com.co/. Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[EMAIL] - [ACQ] - Registro - Pagarés: ¿Qué es un pagaré?,"Hola XXXXX, ¡Gracias por contactar a Nu! Un pagaré es un documento legal que contiene la promesa de que vas a pagar la cantidad de dinero que hayas usado con la Tarjeta de Crédito en un tiempo específico. Con este documento, garantizas el cumplimiento de tu obligación. En caso de incumplimiento, autorizas su ejecución. Una vez finalices la aplicación de tu producto recibirás una copia del mismo. Recuerda que el pagaré es un documento comúnmente utilizado en el sector financiero y en Nu queremos que para ti sea simple y transparente el uso de este. Para ti sea fácil y claro de usar. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Para enterarte de más detalles de nuestros productos, te invitamos a seguirnos en nuestras redes sociales y a revisar nuestro blog https://blog.nu.com.co/. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[EMAIL] - ACQ - Flujo de registro: ¿Como verifico mi correo con el link mágico?,"¡Hola XXXXX! Gracias por contactar a Nu Colombia ¡Esperamos que estés muy bien! Queremos contarte que ya hace falta poco para que termines tu registro en la App. Una vez leas y aceptes el contrato, la aplicación te va a solicitar que confirmes tu correo registrado para así finalizar el registro con éxito. A tu correo registrado te va a llegar un link de confirmación y tienes dos formas para hacer este proceso: 1) Si entras al link desde tu celular, te va a redirigir a la App, para que desde ahí puedas verificar el correo en la opción “Ya confirme mi correo”. 2) Si estás en un computador, al darle clic al link vas a ser redirigido a nuestra página web, donde vas a ingresar tu número de documento y tu correo registrado, luego hacer la confirmación, debes dirigirte a la app y seleccionar la opción “Ya confirme mi correo”. En caso de que no recibas el correo con el link de confirmación en tu bandeja de entrada, no te preocupes, puede ser que quizás lo recibiste en la bandeja de Spam/correos no deseados, por lo que te recomendamos revisar nuevamente. Si no lo encuentras en dicha bandeja, puede ser que tuviste algún error de digitación en tu correo electrónico mientras estabas haciendo el proceso de registro. En este último caso no hay de qué preocuparse, tienes la opción de modificar el correo electrónico al cual te vamos a enviar el mensaje de confirmación. Para hacerlo solo sigue estos sencillos pasos: 1) Da clic en la opción “No recibí el correo”. 2) Si el correo tiene un error de digitación, selecciona “Este no es mi correo”. 3) Finalmente, digita el correo correcto y luego da clic en “Reenviar correo”. 4) Revisa tu correo electrónico y realiza el proceso de confirmación. Y ¡listo! Habrás terminado tu registro en la App exitosamente. Solo queda que nuestro equipo encargado haga las validaciones de tus documentos y tan pronto lo hagan, recibirás una respuesta a través de este mismo medio. Cualquier duda que tengas, no dudes en comunicarte con nosotros a través de ayuda@nu.com.co. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: • 0 a 6: ""No nos recomendarías"" • 7 a 8: ""Quizá nos recomendarías"" • 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
"[EMAIL] - ACQ - Flujo de registro: ¿Cuánto tiempo tengo para terminar el proceso de registro?""","Hola XXXXX, ¡Espero que estés muy bien! ¡Gracias por contactar a Nu Colombia! Tu invitación tiene una vigencia de 45 días calendario, y una vez inicies el proceso de registro en la app tienes 7 días para terminarlo sin que se elimine tu información y tengas que comenzarlo de nuevo desde cero. Nuestra recomendación es que una vez inicies el proceso, lo puedas terminar lo más rápido posible para que puedas empezar a disfrutar de los beneficios de tu tarjeta de credito Nu. Cualquier duda que tengas no dudes en comunicarte con nosotros, puedes escribir a ayuda@nu.com.co. Te invitamos a que visites nuestro blog https://blog.nu.com.co/app-de-nu/, para que no te pierdas de nuestras novedades. ¡Vive más con Nu! Un abrazo, Equipo Nu."" En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[EMAIL] - ACQ - Flujo de registro: ¿Puedo terminar el registro en la página web?,"Hola XXXXX, Gracias por contactar a Nu Colombia. Esperamos que te encuentres muy bien. No, solo es posible finalizar el proceso de registro desde la App de Nu directamente, ten en cuenta que es necesario por tu seguridad reconocer y autorizar el dispositivo desde el cual manejarás la aplicación. Te invitamos a descargar nuestra App, es muy fácil y rápido desde tu tienda de aplicaciones. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Solicitud de productos para prospectos: ¿Puedo registrarme con el PPT para invertir en un CDT?,"En Nu, la transparencia es fundamental en todo lo que hacemos, por eso queremos contarte que, por el momento, el documento de Permiso de Protección Temporal aún no tiene disponible el producto de CDTs. Trabajamos constantemente para poder ofrecer más productos a muchas más personas en un futuro, te invitamos a seguirnos en nuestras redes sociales o revisar nuestro blog https://blog.nu.com.co/, para enterarte de más detalles y novedades sobre nuestros productos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[EMAIL] - [ACQ] - ¿Los menores de edad pueden tener productos Nu?,"¡Hola XXXXX! Muchas gracias por contactar a Nu. Es un gusto recibir tu mensaje. En Nu. siempre estamos comprometidos con brindarte la mejor experiencia financiera y estamos aquí para ayudarte en todo lo que necesites. Nos encanta saber de tu interés. Inicialmente, nuestros productos solo podrán ser solicitados por personas mayores de 18 años que cuenten con Cédula de Ciudadanía, de Cédula de Extranjería vigente o Permiso de protección temporal (PPT) vigente. Sin embargo, tendremos en cuenta tu sugerencia y la compartiremos con el equipo encargado para que así podamos co-crear productos que se ajuste a las necesidades de los colombianos. Recuerda que estamos aquí para ayudarte y trabajaremos juntos para encontrar la mejor solución. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"" ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[EMAIL] - [ACQ] - Ya tengo cuenta con BR/MX ¿Tengo que registrarme nuevamente en Colombia?,"¡Hola XXXXX! Muchas gracias por contactar a Nu. Espero te encuentres muy bien. Nos hace muy felices que también quieras ser parte del futuro de los servicios financieros en Colombia también. Queremos contarte que cada unidad de negocio tiene procesos y portafolios independientes. Por ese motivo, si deseas ser parte de mundo de Nu Colombia, será necesario que te registres en nuestra página web: https://nu.com.co/ o a través de nuestra App Nu, cambiando la sesión a 'Colombia' y seleccionado la opción""Quiero ser Nu""; para luego ser tú quién elijas los productos que deseas tener con nosotros, según la oferta que te realicemos. A continuación te contamos los requisitos para este proceso: 1) Ser mayor de edad; 2) Tener documentación colombiana vigente; 3) Tener correo electrónico; 4) Tener número de teléfono colombiano (+57); 5) Ser residente en el territorio colombiano; 6) Querer ser parte de Nu. Te aclaramos que solo podrás registrarte con tus datos personales propios, incluido el número de teléfono que debes registrar como la dirección de tu domicilio. Aprovechamos para darte las gracias por creer y ser parte del futuro de las finanzas. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: • 0 a 6: ""No nos recomendarías""; • 7 a 8: ""Quizá nos recomendarías""; • 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[EMAIL] - [ACQ] - Prospecto con solicitud cancelada quiere cambiar el correo (Estado: AR cancelled),"Hola, XXXXX, Gracias por contactar a Nu. Esperamos que te encuentres muy bien. Para Nu siempre es importante garantizar la seguridad de tu información, es por ello que en este caso, es necesario que ingreses a nuestra página web https://nu.com.co/cuenta y realices nuevamente el registro al mundo Nu, con un nuevo correo electrónico al cual sí tengas acceso, y así luego elegir el o los productos que deseas con nosotros, según la oferta que te realicemos. Para enterarte de más detalles de nuestros productos, te invitamos a seguirnos en nuestras redes sociales o revisar nuestro blog https://blog.nu.com.co/. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Solicitud de productos para prospectos: ¿Por qué tengo que abrir una Cuenta Nu para invertir en un CDT?,"Las Cajitas de Ahorro de la Cuenta Nu son el lugar perfecto para ver crecer tus ahorros y por eso puedes abrir todos los CDTs Nu que quieras dentro de ellas. Puedes ir a tus Cajitas en la sección de Cuenta Nu dentro de tu app. Ahí encontrarás la opción “Invertir en CDT”. Escoge el monto, el tiempo de la inversión y listo, ya tienes un CDT Nu. Cuando el periodo de tu CDTs finalice, el dinero de tu inversión junto con los rendimientos quedarán automáticamente disponibles en la Cajita en la que hayas abierto el CDT. Tú decides si quieres usarlo, retirarlo o reinvertirlo según tus necesidades. Nuestros CDTs están respaldados por el seguro Fogafín hasta por el monto legal establecido, lo que te garantiza que tu inversión estará protegida hasta por dichos montos. Tus CDTs quedarán registrados en Deceval, lo que te permitirá tener constancia de tu depósito y custodia la inversión por el plazo negociado. Esto implica que una vez que inviertes en un CDT Nu, esta institución será encargada de enviarte un certificado. Nuestro objetivo es que tengas la claridad y seguridad con cada elección financiera.","Inscripción y registro CDTs (Solo prospectos, no clientes)"
[ACQ] Solicitud de productos para prospectos: ¿Qué requisitos necesito para abrir un CDT Nu?,"Para abrir un CDT Nu, te explicamos lo que necesitas: Si aún no eres cliente, primero debes registrarte en Nu. Puedes hacerlo fácilmente, visitando nuestra página web nu.com.co o descargando nuestra App e ir a la opción ""Quiero ser Nu"". ¡Es rápido y sencillo! Con la cuenta de ahorros Nu, manejas de la manera más eficiente tu inversión en los CDTs, a través de las Cajitas. Requisitos para el registro en Nu: Ser mayor de edad. Tener un documento de identidad: Cédula de Ciudadanía o Cédula de Extranjería vigente (el Permiso de Protección Temporal aún no tiene disponible el producto de CDTs, estamos trabajando constantemente para poder ofrecer más productos a muchas más personas en un futuro). Contar con un correo electrónico válido. Registrar un número de teléfono colombiano (+57). Residir en el territorio colombiano. Asegúrate de que la Cajita de Ahorros en la que quieres abrir tu CDT Nu, tenga el dinero necesario para cubrir el monto mínimo de $50.000 pesos para invertir en un CDT. Todo el proceso es transparente y diseñado para ofrecerte la flexibilidad y seguridad que mereces.","Inscripción y registro CDTs (Solo prospectos, no clientes)"
[EMAIL] - [ACQ] - Solicitud de productos para prospectos: ¿Puedo registrarme con el PPT para invertir en un CDT?,"Hola, XXXXX Gracias por contactar a Nu. Esperamos que te encuentres muy bien. En Nu, la transparencia es fundamental en todo lo que hacemos, por eso queremos contarte que, por el momento, el documento de Permiso de Protección Temporal aún no tiene disponible el producto de CDTs. Trabajamos constantemente para poder ofrecer más productos a muchas más personas en un futuro, te invitamos a seguirnos en nuestras redes sociales o revisar nuestro blog https://blog.nu.com.co/, para enterarte de más detalles y novedades sobre nuestros productos. Si tienes más preguntas o necesitas asistencia, no dudes en contactarnos; estamos disponibles para ti 24/7. Un abrazo, Equipo Nu.","Inscripción y registro CDTs (Solo prospectos, no clientes)"
[EMAIL] - [ACQ] - Solicitud de productos para prospectos: ¿Qué requisitos necesito para abrir un CDT Nu?,"Hola, XXXXX. Gracias por contactar a Nu. ¡Nos alegra saber que estás interesado en ahorrar de manera inteligente tu dinero con nuestros CDTs! Para abrir un CDT Nu, te explicamos lo que necesitas: Si aún no eres cliente, primero debes registrarte en Nu. Puedes hacerlo fácilmente, visitando nuestra página web nu.com.co o descargando nuestra App e ir a la opción ""Quiero ser Nu"". ¡Es rápido y sencillo! Con la cuenta de ahorros Nu, manejas de la manera más eficiente tu inversión en los CDTs, a través de las Cajitas. Requisitos para el registro en Nu: 1) Ser mayor de edad. 2) Tener un documento de identidad: Cédula de Ciudadanía o Cédula de Extranjería vigente (el Permiso de Protección Temporal aún no tiene disponible el producto de CDTs, estamos trabajando constantemente para poder ofrecer más productos a muchas más personas en un futuro). 3) Contar con un correo electrónico válido. 4) Registrar un número de teléfono colombiano (+57). 5) Residir en el territorio colombiano. 6) Asegúrate de que la Cajita de Ahorros en la que quieres abrir tu CDT Nu, tenga el dinero necesario para cubrir el monto mínimo de $50.000 pesos para invertir en un CDT. Todo el proceso es transparente y diseñado para ofrecerte la flexibilidad y seguridad que mereces. Si tienes alguna pregunta o necesitas ayuda en cualquier momento, estamos disponibles 24/7 para ti. Gracias por confiar en nosotros para ser parte de tu viaje financiero. Un abrazo, Equipo Nu.","Inscripción y registro CDTs (Solo prospectos, no clientes)"
[ACQ] - Comms Soft Decline - Republishes (Error),"¡Hola! {{ticket.requester.first_name}}. Gracias por contactarnos. Queremos que tengas la tranquilidad de que revisamos tu caso y tus datos están completamente seguros. Detectamos una inconsistencia en nuestro sistema de envío de comunicaciones, con respecto al correo de declinación de productos que recibiste el día XX. Pero no te preocupes, sabemos que no fuiste tú. El problema ya ha sido identificado y solucionado. Recuerda que en Nu, nos tomamos muy en serio la protección de tus datos y siempre los manejamos según nuestra Política de Tratamiento de Datos. Puedes consultarla en nuestra página web, en la sección ""Transparencia"", ubicada en la parte inferior de la página: https://nu.com.co/. Gracias por tu comprensión y por ponerte en contacto con nosotros. Tu opinión es muy importante para seguir mejorando. Un abrazo, Equipo Nu.",Soft decline - Producto declinado
"[ACQ] - Producto declinado: Cliente recibe correo de ""General decline"". Error de republish","Gracias por avisarnos sobre la situación. Queremos que tengas la tranquilidad de que estamos al tanto de tu caso y tus datos están completamente seguros. Detectamos una inconsistencia en nuestro sistema de envío de comunicaciones, con respecto al correo de declinación de productos que recibiste el día XX. Sin embargo, no te preocupes, sabemos que no fuiste tú. El problema ya ha sido identificado y solucionado. Recuerda que en Nu, nos tomamos muy en serio la protección de tus datos y siempre los manejamos según nuestra Política de Tratamiento de Datos. Puedes consultarla en nuestra página web, en la sección ""Transparencia"", ubicada en la parte inferior de la página: https://nu.com.co/. Gracias por tu comprensión y por ponerte en contacto con nosotros. Tu opinión es muy importante para seguir mejorando.",Soft decline - Producto declinado
"[ACQ] - Producto declinado: Me ofertaron la tarjeta crédito cuando hice la solicitud, pero no la elegí ¿por que ahora no me la ofertan? ¿Qué cambio?","Te quiero contar que una vez que eliges y confirmas los productos que deseas adquirir con nosotros durante el flujo de registro en tu App Nu, y te conviertes en cliente, los productos que elegiste no pueden ser cambiados y/o modificados. Por el momento no podemos ofrecerte la Tarjeta de Crédito Nu, pero nuestro sistema está constantemente aprendiendo y evolucionando para poder ofrecerte más productos que te ayuden a recuperar el control de tus finanzas. No necesitas registrarte nuevamente en nuestro formulario para solicitar productos, una vez podamos ofrecerte un producto de crédito, te haremos una oferta y te notificaremos inmediatamente a través de tu App Nu y por el correo electrónico que tengas registrado.",Soft decline - Producto declinado
"[ACQ] - Producto declinado: Me registre en el formulario y llego un correo de ""Ya nos conocemos"" (Cliente sin oferta en la App)","Quiero contarte que el mensaje que llegó a tu correo, se debe a que cuando ya eres cliente Nu, no necesitas registrarte nuevamente en nuestro formulario para solicitar productos. En tu caso que deseas adquirir la Tarjeta de Crédito Nu, quiero contarte que, en este momento no podemos ofrecerte este producto. Lo bueno, es que en Nu un 'no', nunca es definitivo. Nuestro sistema está constantemente aprendiendo y evolucionando para poder ofrecerte más productos que te ayuden a recuperar el control de tus finanzas. Una vez podamos ofrecerte un producto de crédito, te haremos una oferta, y te notificaremos inmediatamente a través de tu App y por el correo electrónico que tengas registrado.",Soft decline - Producto declinado
[ACQ] - Producto declinado: Quiero tener la tarjeta de crédito Nu (Cliente sin oferta disponible),"Gracias por creer en el futuro morado. Te cuento que, en este momento, no podemos ofrecerte la Tarjeta de Crédito Nu. Lo bueno, es que en Nu un 'no', nunca es definitivo, nuestro sistema está constantemente aprendiendo y evolucionando, una vez podamos ofrecerte un producto de crédito, te haremos una oferta y te notificaremos inmediatamente a través de tu App Nu y por el correo electrónico registrado. Te compartimos algunas sugerencias que pueden contribuir positivamente a la hora de analizar tu perfil de crédito, estas acciones son: —Cumple con tus pagos a tiempo: Si ya cuentas con créditos activos, trata de pagarlos dentro de las fechas límites de pago. Esto puede demostrar tu responsabilidad financiera. —Usa servicios electrónicos para tus pagos: Opta por hacer pagos de tus servicios mediante plataformas como PSE. Esto no solo es práctico, sino que también nos permite ver cómo manejas tus gastos regulares. —Moviliza tu dinero: Realiza transacciones frecuentes a través de tu cuenta de débito, ya que esto refleja movimiento en tus finanzas.",Soft decline - Producto declinado
[ACQ] - Producto declinado: Ya no me salé la oferta de tarjeta de crédito Nu en la App (oferta expiro),"Gracias por reportarme lo sucedido. Después de revisar tu caso, veo que la oferta de la Tarjeta de Crédito Nu expiró en tu App, luego de pasar los 45 días calendario de la invitación. Por el momento, no podemos ofrecerte el producto nuevamente, pero nuestro sistema está constantemente aprendiendo y evolucionando para poder ofrecerte más productos que te ayuden a recuperar el control de tus finanzas. Una vez que podamos ofrecerte nuevamente un producto de crédito, te haremos una nueva oferta y te notificaremos inmediatamente a través de tu App Nu y por el correo electrónico registrado.",Soft decline - Producto declinado
[ACQ] - Producto declinado: ¿Cuanto tiempo se demoran en ofrecerme la tarjeta crédito Nu?,"Nuestro sistema está constantemente aprendiendo y evolucionando, por eso te quiero contar que no hay un tiempo exacto, pero una vez podamos ofrecerte una tarjeta de crédito, te notificaremos de inmediato.",Soft decline - Producto declinado
[ACQ] - Producto declinado: ¿Por qué no puedo tener la tarjeta de crédito Nu?,"En Nu realizamos un análisis de tu perfil, que va más allá de la evaluación del puntaje crediticio, también validamos hábitos de uso de productos financieros, capacidad de endeudamiento, entre otros factores, que nos permite determinar si en este momento podemos.",Soft decline - Producto declinado
"[EMAIL] - [ACQ] - Producto declinado: Me ofertaron la tarjeta crédito cuando hice la solicitud, pero no la elegí ¿por que ahora no me la ofertan? ¿Qué cambio?","¡Hola XXXXX! ¡Gracias por contactarte con Nu! Esperamos que te encuentres muy bien. En Nu, lo más importante eres tú y la transparencia. Por eso, queremos contarte que, cuando eliges y confirmas los productos que deseas adquirir con nosotros durante el flujo de registro en tu App Nu, y te conviertes en cliente, los productos que elegiste no pueden ser cambiados y/o modificados. Por el momento, no podemos ofrecerte la Tarjeta de Crédito Nu, pero nuestro sistema está constantemente aprendiendo y evolucionando para poder ofrecerte más productos que te ayuden a recuperar el control de tus finanzas. Lo bueno, es que en Nu un 'no', no es definitivo. No necesitas registrarte nuevamente en nuestro formulario para solicitar productos, una vez podamos ofrecerte un producto de crédito, te haremos una nueva oferta y te notificaremos inmediatamente a través de tu App Nu y por el correo electrónico registrado. Recuerda que puedes visitar nuestro blog en el siguiente enlace: https://blog.nu.com.co/nu-colombia/, para enterarte de todas nuestras novedades. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Soft decline - Producto declinado
"[EMAIL] - [ACQ] - Producto declinado: Me registre en el formulario y llego un correo de ""Ya nos conocemos"" (Cliente sin oferta en la App)","¡Hola XXXXX! ¡Gracias por contactarte con Nu! Esperamos que te encuentres muy bien. Queremos contarte que el mensaje que llegó a tu correo, se debe a que, cuando ya eres cliente Nu, no necesitas registrarte nuevamente en nuestro formulario para solicitar productos. En tu caso que deseas adquirir la Tarjeta de Crédito Nu, te informamos que en este momento, no podemos ofrecerte este producto. Lo bueno, es que en Nu un 'no', nunca es definitivo. Nuestro sistema está constantemente aprendiendo y evolucionando para poder ofrecerte más productos que te ayuden a recuperar el control de tus finanzas. Una vez podamos ofrecerte un producto de crédito, te haremos una oferta, y te notificaremos inmediatamente a través de tu App y por el correo electrónico que tengas registrado. Recuerda que puedes visitar nuestro blog en el siguiente enlace: https://blog.nu.com.co/nu-colombia/, para enterarte de todas nuestras novedades. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Soft decline - Producto declinado
[EMAIL] - [ACQ] - Producto declinado: Quiero tener la tarjeta de crédito Nu (Cliente sin oferta disponible),"¡Hola XXXXX! Gracias por contactar a Nu. Esperamos te encuentres muy bien. Te contamos que en este momento no podemos ofrecerte la Tarjeta de Crédito Nu. Lo bueno, es que en Nu un 'no', nunca es definitivo. Nuestro sistema está constantemente aprendiendo y evolucionando, por lo que, una vez que podamos ofrecerte un producto de crédito, te haremos una oferta y te notificaremos inmediatamente a través de tu app y por el correo electrónico registrado. Te compartimos algunas sugerencias que pueden contribuir positivamente a la hora de analizar tu perfil de crédito, estas acciones son: 1) Cumple con tus pagos a tiempo: Si ya cuentas con créditos activos, trata de pagarlos dentro de las fechas límites de pago. Esto puede demostrar tu responsabilidad financiera. 2) Usa servicios electrónicos para tus pagos: Opta por hacer pagos de tus servicios mediante plataformas como PSE. Esto no solo es práctico, sino que también nos permite ver cómo manejas tus gastos regulares. 3) Moviliza tu dinero: Realiza transacciones frecuentes a través de tu cuenta de débito, ya que esto refleja movimiento en tus finanzas. Recuerda que puedes visitar nuestro blog en el siguiente enlace: https://blog.nu.com.co/nu-colombia/ para enterarte de todas nuestras novedades. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: • 0 a 6: ""No nos recomendarías” • 7 a 8: ""Quizá nos recomendarías” • 9 a 10: ""Nos recomendarías totalmente”. ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Soft decline - Producto declinado
